Hero,Stat Context Type,Stat Context Name,Stat,Amount
Tracer,Ruleset,Team Deathmatch,Health Recovered,3956.9831619999995
Tracer,Ruleset,Team Deathmatch,Health Recovered - Most in Game,1222.702179
Tracer,Ruleset,Team Deathmatch,Hero Damage Done,12958.976112999999
Tracer,Ruleset,Team Deathmatch,Hero Damage Done - Most in Game,4485.152104
Tracer,Ruleset,Team Deathmatch,Hero Damage Done - Most in Life,1246.018976
Tracer,Ruleset,Team Deathmatch,Barrier Damage Done,908.3262990000001
Tracer,Ruleset,Team Deathmatch,Barrier Damage Done - Most in Game,521.621087
Tracer,Ruleset,Team Deathmatch,Assists,25.0
Tracer,Ruleset,Deathmatch,Eliminations,14.0
Tracer,Ruleset,Deathmatch,Time Played,342.231641
Tracer,Ruleset,Deathmatch,Eliminations - Most in Life,6.0
Tracer,Ruleset,Deathmatch,Most Score within one Life,325.390701
Tracer,Ruleset,Deathmatch,Deaths,11.0
Tracer,Ruleset,Deathmatch,Final Blows,6.0
Tracer,Ruleset,Deathmatch,Solo Kills,1.0
Tracer,Ruleset,Deathmatch,All Damage Done - Most in Life,1159.3070890000001
Tracer,Ruleset,Deathmatch,Games Played,1.0
Tracer,Ruleset,Deathmatch,Score,586.326114
Tracer,Ruleset,Deathmatch,Pulse Bomb Kills,1.0
Tracer,Ruleset,Deathmatch,Weapon Accuracy - Best in Game,0.19461099999999998
Tracer,Ruleset,Deathmatch,All Damage Done,2364.0142530000003
Tracer,Ruleset,Deathmatch,Pulse Bomb Kills - Most in Game,1.0
Tracer,Ruleset,Deathmatch,Pulse Bombs Attached - Most in Game,1.0
Tracer,Ruleset,Deathmatch,Pulse Bombs Attached,2.0
Tracer,Ruleset,Deathmatch,Kill Streak - Best,6.0
Tracer,Ruleset,Deathmatch,All Damage Done - Most in Game,1204.7071640000001
Tracer,Ruleset,Deathmatch,Eliminations - Most in Game,8.0
Tracer,Ruleset,Deathmatch,Final Blows - Most in Game,4.0
Tracer,Ruleset,Deathmatch,Solo Kills - Most in Game,1.0
Tracer,Ruleset,Deathmatch,Medals - Silver,0.200993
Tracer,Ruleset,Deathmatch,Medals - Gold,0.200993
Tracer,Ruleset,Deathmatch,Medals,0.401985
Tracer,Ruleset,Deathmatch,Time Spent on Fire,42.063482
Tracer,Ruleset,Deathmatch,Critical Hits,23.0
Tracer,Ruleset,Deathmatch,Critical Hits - Most in Game,12.0
Tracer,Ruleset,Deathmatch,Critical Hits - Most in Life,12.0
Tracer,Ruleset,Deathmatch,Self Healing,430.920021
Tracer,Ruleset,Deathmatch,Self Healing - Most in Game,237.920021
Tracer,Ruleset,Deathmatch,Health Recovered,430.920021
Tracer,Ruleset,Deathmatch,Health Recovered - Most in Game,237.920021
Tracer,Ruleset,Deathmatch,Time Spent on Fire - Most in Game,42.063482
Tracer,Ruleset,Deathmatch,Hero Damage Done,2093.5811940000003
Tracer,Ruleset,Deathmatch,Hero Damage Done - Most in Game,1204.7071640000001
Tracer,Ruleset,Deathmatch,Hero Damage Done - Most in Life,888.8740300000001
Tracer,Ruleset,Deathmatch,Barrier Damage Done,270.43305899999996
Tracer,Ruleset,Deathmatch,Barrier Damage Done - Most in Game,270.43305899999996
Tracer,Ruleset,Deathmatch,Assists,8.0
Tracer,Ranked,Season 10,Time Played,8.824067999999999
Tracer,Ranked,Season 10,Games Played,0.011085
Tracer,Ranked,Season 10,Medals - Bronze,0.011085
Tracer,Ranked,Season 10,Medals - Silver,0.011085
Tracer,Ranked,Season 10,Medals,0.022169
Tracer,Ranked,Season 12,Time Played,12.707965
Tracer,Ranked,Season 12,Games Played,0.034982
Tracer,Ranked,Season 12,Medals - Bronze,0.018581999999999998
Tracer,Ranked,Season 12,Medals - Gold,0.028788
Tracer,Ranked,Season 12,Medals,0.047369999999999995
Tracer,Ruleset,Deathmatch - Competitive 2018,Eliminations,6.0
Tracer,Ruleset,Deathmatch - Competitive 2018,Time Played,173.07369
Tracer,Ruleset,Deathmatch - Competitive 2018,Eliminations - Most in Life,3.0
Tracer,Ruleset,Deathmatch - Competitive 2018,Most Score within one Life,144.82558
Tracer,Ruleset,Deathmatch - Competitive 2018,Deaths,6.0
Tracer,Ruleset,Deathmatch - Competitive 2018,All Damage Done - Most in Life,232.161525
Tracer,Ruleset,Deathmatch - Competitive 2018,Games Played,0.728405
Tracer,Ruleset,Deathmatch - Competitive 2018,Score,209.55633
Tracer,Ruleset,Deathmatch - Competitive 2018,Weapon Accuracy - Best in Game,0.135977
Tracer,Ruleset,Deathmatch - Competitive 2018,All Damage Done,594.270476
Tracer,Ruleset,Deathmatch - Competitive 2018,Kill Streak - Best,3.0
Tracer,Ruleset,Deathmatch - Competitive 2018,All Damage Done - Most in Game,594.270476
Tracer,Ruleset,Deathmatch - Competitive 2018,Eliminations - Most in Game,6.0
Tracer,Ruleset,Deathmatch - Competitive 2018,Critical Hits,6.0
Tracer,Ruleset,Deathmatch - Competitive 2018,Critical Hits - Most in Game,6.0
Tracer,Ruleset,Deathmatch - Competitive 2018,Critical Hits - Most in Life,3.0
Tracer,Ruleset,Deathmatch - Competitive 2018,Self Healing,234.14282999999998
Tracer,Ruleset,Deathmatch - Competitive 2018,Self Healing - Most in Game,234.14282999999998
Tracer,Ruleset,Deathmatch - Competitive 2018,Health Recovered,234.14282999999998
Tracer,Ruleset,Deathmatch - Competitive 2018,Health Recovered - Most in Game,234.14282999999998
Tracer,Ruleset,Deathmatch - Competitive 2018,Hero Damage Done,594.270476
Tracer,Ruleset,Deathmatch - Competitive 2018,Hero Damage Done - Most in Game,594.270476
Tracer,Ruleset,Deathmatch - Competitive 2018,Hero Damage Done - Most in Life,232.161525
Tracer,Ruleset,Deathmatch - Competitive 2018,Assists,6.0
Mercy,Unranked,,Eliminations,86.0
Mercy,Unranked,,Time Played,22263.284752
Mercy,Unranked,,Eliminations - Most in Life,5.0
Mercy,Unranked,,Most Score within one Life,942.714326
Mercy,Unranked,,Deaths,314.0
Mercy,Unranked,,Final Blows,22.0
Mercy,Unranked,,Solo Kills,5.0
Mercy,Unranked,,All Damage Done - Most in Life,952.100006
Mercy,Unranked,,Games Played,48.01182
Mercy,Unranked,,Games Won,19.370179999999998
Mercy,Unranked,,Score,43635.893526
Mercy,Unranked,,Weapon Accuracy - Best in Game,1.0
Mercy,Unranked,,All Damage Done,26424.212805000003
Mercy,Unranked,,Kill Streak - Best,5.0
Mercy,Unranked,,Blaster Kills,86.0
Mercy,Unranked,,Blaster Kills - Most in Game,8.0
Mercy,Unranked,,Players Resurrected,171.0
Mercy,Unranked,,Players Resurrected - Most in Game,11.0
Mercy,Unranked,,Players Saved,326.0
Mercy,Unranked,,Most Players Saved in a Game,24.0
Mercy,Unranked,,All Damage Done - Most in Game,1930.7599850000001
Mercy,Unranked,,Eliminations - Most in Game,8.0
Mercy,Unranked,,Final Blows - Most in Game,3.0
Mercy,Unranked,,Objective Kills,24.0
Mercy,Unranked,,Objective Time,1353.123051
Mercy,Unranked,,Objective Kills - Most in Game,4.0
Mercy,Unranked,,Objective Time - Most in Game,126.577005
Mercy,Unranked,,Turrets Destroyed,11.0
Mercy,Unranked,,Solo Kills - Most in Game,1.0
Mercy,Unranked,,Medals - Bronze,18.87594
Mercy,Unranked,,Medals - Silver,28.633783
Mercy,Unranked,,Medals - Gold,41.500887
Mercy,Unranked,,Medals,89.01061
Mercy,Unranked,,Cards,14.0
Mercy,Unranked,,Melee Final Blows,1.0
Mercy,Unranked,,Time Spent on Fire,181.030329
Mercy,Unranked,,Offensive Assists,244.0
Mercy,Unranked,,Offensive Assists - Most in Game,15.0
Mercy,Unranked,,Defensive Assists,453.0
Mercy,Unranked,,Defensive Assists - Most in Game,28.0
Mercy,Unranked,,Critical Hits,124.0
Mercy,Unranked,,Critical Hits - Most in Game,13.0
Mercy,Unranked,,Critical Hits - Most in Life,8.0
Mercy,Unranked,,Self Healing,41758.144919
Mercy,Unranked,,Self Healing - Most in Game,1666.887929
Mercy,Unranked,,Melee Final Blows - Most in Game,1.0
Mercy,Unranked,,Healing Done,204909.305941
Mercy,Unranked,,Healing Done - Most in Game,11582.72436
Mercy,Unranked,,Damage Amplified,15582.905471
Mercy,Unranked,,Damage Amplified - Most in Game,938.281516
Mercy,Unranked,,Time Spent on Fire - Most in Game,93.933319
Mercy,Unranked,,Hero Damage Done,20189.410713
Mercy,Unranked,,Hero Damage Done - Most in Game,1587.039742
Mercy,Unranked,,Hero Damage Done - Most in Life,682.2799219999999
Mercy,Unranked,,Barrier Damage Done,5750.387511999999
Mercy,Unranked,,Barrier Damage Done - Most in Game,780.0
Mercy,Unranked,,Assists,64.0
Mercy,VS AI,,Time Played,349.673819
Mercy,VS AI,,Most Score within one Life,1162.161932
Mercy,VS AI,,Deaths,2.0
Mercy,VS AI,,Games Played,1.000001
Mercy,VS AI,,Games Won,1.000001
Mercy,VS AI,,Score,1167.057932
Mercy,VS AI,,Players Saved,33.0
Mercy,VS AI,,Most Players Saved in a Game,33.0
Mercy,VS AI,,Objective Time,165.264001
Mercy,VS AI,,Objective Time - Most in Game,165.264001
Mercy,VS AI,,Medals - Silver,1.000001
Mercy,VS AI,,Medals - Gold,1.000001
Mercy,VS AI,,Medals,2.0000009999999997
Mercy,VS AI,,Cards,1.0
Mercy,VS AI,,Offensive Assists,14.0
Mercy,VS AI,,Offensive Assists - Most in Game,14.0
Mercy,VS AI,,Defensive Assists,33.0
Mercy,VS AI,,Defensive Assists - Most in Game,33.0
Mercy,VS AI,,Self Healing,259.326596
Mercy,VS AI,,Self Healing - Most in Game,259.326596
Mercy,VS AI,,Healing Done,2383.4735760000003
Mercy,VS AI,,Healing Done - Most in Game,2383.4735760000003
Mercy,VS AI,,Damage Amplified,289.554974
Mercy,VS AI,,Damage Amplified - Most in Game,289.554974
Mercy,Ruleset,CTF,Time Played,39.112724
Mercy,Ruleset,CTF,Most Score within one Life,1.44
Mercy,Ruleset,CTF,Deaths,1.0
Mercy,Ruleset,CTF,Games Played,0.07044
Mercy,Ruleset,CTF,Score,1.6704
Mercy,Ruleset,CTF,Medals - Bronze,0.07044
Mercy,Ruleset,CTF,Medals,0.07044
Mercy,Ruleset,CTF,Healing Done,27.840001
Mercy,Ruleset,CTF,Healing Done - Most in Game,27.840001
Mercy,Ruleset,Elimination,Eliminations,5.0
Mercy,Ruleset,Elimination,Time Played,1319.9847960000002
Mercy,Ruleset,Elimination,Eliminations - Most in Life,1.0
Mercy,Ruleset,Elimination,Most Score within one Life,215.57159900000002
Mercy,Ruleset,Elimination,Deaths,16.0
Mercy,Ruleset,Elimination,Final Blows,3.0
Mercy,Ruleset,Elimination,Solo Kills,2.0
Mercy,Ruleset,Elimination,All Damage Done - Most in Life,804.980103
Mercy,Ruleset,Elimination,Games Played,4.402083999999999
Mercy,Ruleset,Elimination,Games Won,1.82548
Mercy,Ruleset,Elimination,Score,1555.8316109999998
Mercy,Ruleset,Elimination,Weapon Accuracy - Best in Game,1.0
Mercy,Ruleset,Elimination,All Damage Done,2810.580096
Mercy,Ruleset,Elimination,Kill Streak - Best,1.0
Mercy,Ruleset,Elimination,Blaster Kills,5.0
Mercy,Ruleset,Elimination,Blaster Kills - Most in Game,1.0
Mercy,Ruleset,Elimination,Players Resurrected,5.0
Mercy,Ruleset,Elimination,Players Resurrected - Most in Game,1.0
Mercy,Ruleset,Elimination,Players Saved,8.0
Mercy,Ruleset,Elimination,Most Players Saved in a Game,3.0
Mercy,Ruleset,Elimination,All Damage Done - Most in Game,1584.9801029999999
Mercy,Ruleset,Elimination,Eliminations - Most in Game,1.0
Mercy,Ruleset,Elimination,Final Blows - Most in Game,1.0
Mercy,Ruleset,Elimination,Turrets Destroyed,1.0
Mercy,Ruleset,Elimination,Solo Kills - Most in Game,1.0
Mercy,Ruleset,Elimination,Medals - Bronze,3.6942550000000005
Mercy,Ruleset,Elimination,Medals - Silver,5.292038
Mercy,Ruleset,Elimination,Medals - Gold,3.894275
Mercy,Ruleset,Elimination,Medals,12.880567
Mercy,Ruleset,Elimination,Cards,2.0
Mercy,Ruleset,Elimination,Offensive Assists,7.0
Mercy,Ruleset,Elimination,Offensive Assists - Most in Game,2.0
Mercy,Ruleset,Elimination,Defensive Assists,10.0
Mercy,Ruleset,Elimination,Defensive Assists - Most in Game,3.0
Mercy,Ruleset,Elimination,Critical Hits,13.0
Mercy,Ruleset,Elimination,Critical Hits - Most in Game,6.0
Mercy,Ruleset,Elimination,Critical Hits - Most in Life,6.0
Mercy,Ruleset,Elimination,Self Healing,2314.201229
Mercy,Ruleset,Elimination,Self Healing - Most in Game,616.682886
Mercy,Ruleset,Elimination,Healing Done,8541.892632
Mercy,Ruleset,Elimination,Healing Done - Most in Game,1875.0655329999997
Mercy,Ruleset,Elimination,Damage Amplified,436.442817
Mercy,Ruleset,Elimination,Damage Amplified - Most in Game,97.5
Mercy,Ruleset,Elimination,Hero Damage Done,2069.580096
Mercy,Ruleset,Elimination,Hero Damage Done - Most in Game,843.980103
Mercy,Ruleset,Elimination,Hero Damage Done - Most in Life,633.980103
Mercy,Ruleset,Elimination,Barrier Damage Done,420.0
Mercy,Ruleset,Elimination,Barrier Damage Done - Most in Game,420.0
Mercy,Ruleset,Elimination,Assists,2.0
Mercy,Ruleset,Mystery Heroes,Eliminations,41.0
Mercy,Ruleset,Mystery Heroes,Time Played,10603.299163
Mercy,Ruleset,Mystery Heroes,Eliminations - Most in Life,7.0
Mercy,Ruleset,Mystery Heroes,Most Score within one Life,1027.897699
Mercy,Ruleset,Mystery Heroes,Deaths,104.0
Mercy,Ruleset,Mystery Heroes,Final Blows,19.0
Mercy,Ruleset,Mystery Heroes,Solo Kills,5.0
Mercy,Ruleset,Mystery Heroes,All Damage Done - Most in Life,1453.824276
Mercy,Ruleset,Mystery Heroes,Games Played,18.457735
Mercy,Ruleset,Mystery Heroes,Games Won,14.497365
Mercy,Ruleset,Mystery Heroes,Score,22601.064972
Mercy,Ruleset,Mystery Heroes,Weapon Accuracy - Best in Game,0.727273
Mercy,Ruleset,Mystery Heroes,All Damage Done,13965.439894
Mercy,Ruleset,Mystery Heroes,Kill Streak - Best,7.0
Mercy,Ruleset,Mystery Heroes,Blaster Kills,40.0
Mercy,Ruleset,Mystery Heroes,Blaster Kills - Most in Game,9.0
Mercy,Ruleset,Mystery Heroes,Players Resurrected,74.0
Mercy,Ruleset,Mystery Heroes,Players Resurrected - Most in Game,6.0
Mercy,Ruleset,Mystery Heroes,Players Saved,145.0
Mercy,Ruleset,Mystery Heroes,Most Players Saved in a Game,14.0
Mercy,Ruleset,Mystery Heroes,All Damage Done - Most in Game,3450.9184090000003
Mercy,Ruleset,Mystery Heroes,Eliminations - Most in Game,9.0
Mercy,Ruleset,Mystery Heroes,Final Blows - Most in Game,6.0
Mercy,Ruleset,Mystery Heroes,Objective Kills,18.0
Mercy,Ruleset,Mystery Heroes,Objective Time,1038.137044
Mercy,Ruleset,Mystery Heroes,Objective Kills - Most in Game,7.0
Mercy,Ruleset,Mystery Heroes,Objective Time - Most in Game,110.798005
Mercy,Ruleset,Mystery Heroes,Turrets Destroyed,4.0
Mercy,Ruleset,Mystery Heroes,Solo Kills - Most in Game,3.0
Mercy,Ruleset,Mystery Heroes,Medals - Bronze,14.658394
Mercy,Ruleset,Mystery Heroes,Medals - Silver,11.735522
Mercy,Ruleset,Mystery Heroes,Medals - Gold,19.482441
Mercy,Ruleset,Mystery Heroes,Medals,45.876357
Mercy,Ruleset,Mystery Heroes,Cards,15.0
Mercy,Ruleset,Mystery Heroes,Melee Final Blows,3.0
Mercy,Ruleset,Mystery Heroes,Time Spent on Fire,43.039446000000005
Mercy,Ruleset,Mystery Heroes,Offensive Assists,137.0
Mercy,Ruleset,Mystery Heroes,Offensive Assists - Most in Game,15.0
Mercy,Ruleset,Mystery Heroes,Defensive Assists,229.0
Mercy,Ruleset,Mystery Heroes,Defensive Assists - Most in Game,13.0
Mercy,Ruleset,Mystery Heroes,Critical Hits,67.0
Mercy,Ruleset,Mystery Heroes,Critical Hits - Most in Game,15.0
Mercy,Ruleset,Mystery Heroes,Critical Hits - Most in Life,9.0
Mercy,Ruleset,Mystery Heroes,Self Healing,21893.119822999997
Mercy,Ruleset,Mystery Heroes,Self Healing - Most in Game,1844.642339
Mercy,Ruleset,Mystery Heroes,Melee Final Blows - Most in Game,1.0
Mercy,Ruleset,Mystery Heroes,Healing Done,111202.11928099999
Mercy,Ruleset,Mystery Heroes,Healing Done - Most in Game,7149.407193999999
Mercy,Ruleset,Mystery Heroes,Damage Amplified,9412.439098
Mercy,Ruleset,Mystery Heroes,Damage Amplified - Most in Game,1028.128508
Mercy,Ruleset,Mystery Heroes,Time Spent on Fire - Most in Game,18.569517
Mercy,Ruleset,Mystery Heroes,Hero Damage Done,10982.108018
Mercy,Ruleset,Mystery Heroes,Hero Damage Done - Most in Game,2810.918409
Mercy,Ruleset,Mystery Heroes,Hero Damage Done - Most in Life,1243.824276
Mercy,Ruleset,Mystery Heroes,Barrier Damage Done,2333.5291230000003
Mercy,Ruleset,Mystery Heroes,Barrier Damage Done - Most in Game,370.0
Mercy,Ruleset,Mystery Heroes,Assists,22.0
Mercy,Ruleset,Team Deathmatch,Eliminations,42.0
Mercy,Ruleset,Team Deathmatch,Time Played,2239.890583
Mercy,Ruleset,Team Deathmatch,Eliminations - Most in Life,8.0
Mercy,Ruleset,Team Deathmatch,Most Score within one Life,552.557446
Mercy,Ruleset,Team Deathmatch,Deaths,47.0
Mercy,Ruleset,Team Deathmatch,Final Blows,13.0
Mercy,Ruleset,Team Deathmatch,Solo Kills,7.0
Mercy,Ruleset,Team Deathmatch,All Damage Done - Most in Life,769.388992
Mercy,Ruleset,Team Deathmatch,Games Played,6.698009
Mercy,Ruleset,Team Deathmatch,Games Won,2.967246
Mercy,Ruleset,Team Deathmatch,Score,4995.542171
Mercy,Ruleset,Team Deathmatch,Weapon Accuracy - Best in Game,0.428571
Mercy,Ruleset,Team Deathmatch,All Damage Done,7722.200861
Mercy,Ruleset,Team Deathmatch,Kill Streak - Best,8.0
Mercy,Ruleset,Team Deathmatch,Blaster Kills,41.0
Mercy,Ruleset,Team Deathmatch,Blaster Kills - Most in Game,12.0
Mercy,Ruleset,Team Deathmatch,Players Resurrected,14.0
Mercy,Ruleset,Team Deathmatch,Players Resurrected - Most in Game,5.0
Mercy,Ruleset,Team Deathmatch,Players Saved,17.0
Mercy,Ruleset,Team Deathmatch,Most Players Saved in a Game,8.0
Mercy,Ruleset,Team Deathmatch,All Damage Done - Most in Game,1389.388992
Mercy,Ruleset,Team Deathmatch,Eliminations - Most in Game,12.0
Mercy,Ruleset,Team Deathmatch,Final Blows - Most in Game,3.0
Mercy,Ruleset,Team Deathmatch,Turrets Destroyed,1.0
Mercy,Ruleset,Team Deathmatch,Solo Kills - Most in Game,2.0
Mercy,Ruleset,Team Deathmatch,Medals - Bronze,6.284464
Mercy,Ruleset,Team Deathmatch,Medals - Silver,9.410573
Mercy,Ruleset,Team Deathmatch,Medals - Gold,8.291157
Mercy,Ruleset,Team Deathmatch,Medals,23.986193
Mercy,Ruleset,Team Deathmatch,Cards,3.0
Mercy,Ruleset,Team Deathmatch,Melee Final Blows,1.0
Mercy,Ruleset,Team Deathmatch,Time Spent on Fire,4.885935
Mercy,Ruleset,Team Deathmatch,Offensive Assists,8.0
Mercy,Ruleset,Team Deathmatch,Offensive Assists - Most in Game,5.0
Mercy,Ruleset,Team Deathmatch,Defensive Assists,35.0
Mercy,Ruleset,Team Deathmatch,Defensive Assists - Most in Game,10.0
Mercy,Ruleset,Team Deathmatch,Critical Hits,48.0
Mercy,Ruleset,Team Deathmatch,Critical Hits - Most in Game,10.0
Mercy,Ruleset,Team Deathmatch,Critical Hits - Most in Life,5.0
Mercy,Ruleset,Team Deathmatch,Self Healing,5352.686327
Mercy,Ruleset,Team Deathmatch,Self Healing - Most in Game,1208.743197
Mercy,Ruleset,Team Deathmatch,Melee Final Blows - Most in Game,1.0
Mercy,Ruleset,Team Deathmatch,Healing Done,19792.977767
Mercy,Ruleset,Team Deathmatch,Healing Done - Most in Game,5373.588125
Mercy,Ruleset,Team Deathmatch,Damage Amplified,262.467361
Mercy,Ruleset,Team Deathmatch,Damage Amplified - Most in Game,82.181433
Mercy,Ruleset,Team Deathmatch,Time Spent on Fire - Most in Game,4.885935
Mercy,Ruleset,Team Deathmatch,Hero Damage Done,7266.200861
Mercy,Ruleset,Team Deathmatch,Hero Damage Done - Most in Game,1380.0
Mercy,Ruleset,Team Deathmatch,Hero Damage Done - Most in Life,769.388992
Mercy,Ruleset,Team Deathmatch,Barrier Damage Done,406.0
Mercy,Ruleset,Team Deathmatch,Barrier Damage Done - Most in Game,246.0
Mercy,Ruleset,Team Deathmatch,Assists,29.0
Mercy,Ruleset,Deathmatch,Eliminations,70.0
Mercy,Ruleset,Deathmatch,Time Played,2610.139755
Mercy,Ruleset,Deathmatch,Eliminations - Most in Life,6.0
Mercy,Ruleset,Deathmatch,Most Score within one Life,461.727933
Mercy,Ruleset,Deathmatch,Deaths,59.0
Mercy,Ruleset,Deathmatch,Final Blows,41.0
Mercy,Ruleset,Deathmatch,Solo Kills,19.0
Mercy,Ruleset,Deathmatch,All Damage Done - Most in Life,1323.102035
Mercy,Ruleset,Deathmatch,Games Played,4.889875
Mercy,Ruleset,Deathmatch,Score,4206.789096
Mercy,Ruleset,Deathmatch,Weapon Accuracy - Best in Game,0.28985500000000003
Mercy,Ruleset,Deathmatch,All Damage Done,17659.506774
Mercy,Ruleset,Deathmatch,Kill Streak - Best,6.0
Mercy,Ruleset,Deathmatch,Blaster Kills,69.0
Mercy,Ruleset,Deathmatch,Blaster Kills - Most in Game,19.0
Mercy,Ruleset,Deathmatch,All Damage Done - Most in Game,5530.495879
Mercy,Ruleset,Deathmatch,Eliminations - Most in Game,20.0
Mercy,Ruleset,Deathmatch,Final Blows - Most in Game,13.0
Mercy,Ruleset,Deathmatch,Turrets Destroyed,9.0
Mercy,Ruleset,Deathmatch,Solo Kills - Most in Game,5.0
Mercy,Ruleset,Deathmatch,Medals - Bronze,1.143904
Mercy,Ruleset,Deathmatch,Medals - Silver,0.755797
Mercy,Ruleset,Deathmatch,Medals - Gold,3.7140800000000005
Mercy,Ruleset,Deathmatch,Medals,5.61378
Mercy,Ruleset,Deathmatch,Cards,3.0
Mercy,Ruleset,Deathmatch,Melee Final Blows,4.0
Mercy,Ruleset,Deathmatch,Critical Hits,108.0
Mercy,Ruleset,Deathmatch,Critical Hits - Most in Game,29.0
Mercy,Ruleset,Deathmatch,Critical Hits - Most in Life,10.0
Mercy,Ruleset,Deathmatch,Self Healing,6372.513819
Mercy,Ruleset,Deathmatch,Self Healing - Most in Game,1497.499707
Mercy,Ruleset,Deathmatch,Melee Final Blows - Most in Game,2.0
Mercy,Ruleset,Deathmatch,Healing Done,6372.513819
Mercy,Ruleset,Deathmatch,Healing Done - Most in Game,1497.499707
Mercy,Ruleset,Deathmatch,Games Tied,4.889875
Mercy,Ruleset,Deathmatch,Hero Damage Done,14538.506774000001
Mercy,Ruleset,Deathmatch,Hero Damage Done - Most in Game,4110.495879
Mercy,Ruleset,Deathmatch,Hero Damage Done - Most in Life,1191.942017
Mercy,Ruleset,Deathmatch,Barrier Damage Done,2100.0
Mercy,Ruleset,Deathmatch,Barrier Damage Done - Most in Game,1420.0
Mercy,Ruleset,Deathmatch,Assists,29.0
Mercy,Ranked,Season 9,Eliminations,1.0
Mercy,Ranked,Season 9,Time Played,1856.8738050000002
Mercy,Ranked,Season 9,Eliminations - Most in Life,1.0
Mercy,Ranked,Season 9,Most Score within one Life,297.270763
Mercy,Ranked,Season 9,Deaths,26.0
